"Story","Title","Result","Date","Stability","Duration (s)"
"Create shipment ordered by phone","Create a new shipment based on minimal required information","PENDING","2017-06-12T14:14:27.134Z","0.0","1.3"
"Create shipment ordered by phone","Create a new shipment with all information","PENDING","2017-06-12T14:14:28.832Z","0.0","1.03"
