"Story","Title","Result","Date","Stability","Duration (s)"
"Show list of tasks for current user","Display a message if there is no task assigned to current user","PENDING","2017-01-20T07:43:07.300Z","0.0","0.01"
"Show list of tasks for current user","List all tasks assigned to current user","PENDING","2017-01-20T07:43:07.278Z","0.0","0.02"
