"Story","Title","Result","Date","Stability","Duration (s)"
"Show list of tasks for current user","Display a message if there is no task assigned to current user","IGNORED","2017-06-28T06:51:52.711Z","0.0","0.18"
"Show list of tasks for current user","List all tasks assigned to current user","IGNORED","2017-06-28T06:51:52.580Z","0.0","0.11"
