"Story","Title","Result","Date","Stability","Duration (s)"
"Show list of tasks for current user","Display a message if there is no task assigned to current user","IGNORED","2017-05-15T13:22:36.719Z","0.0","0.05"
"Show list of tasks for current user","List all tasks assigned to current user","IGNORED","2017-05-15T13:22:36.676Z","0.0","0.04"
