"Story","Title","Result","Date","Stability","Duration (s)"
"Show current shipments","List open shipments with 1 shipment","SUCCESS","2017-01-27T07:49:08.569Z","0.0","7.07"
"Show current shipments","List open shipments without shipments","SUCCESS","2017-01-27T07:48:59.517Z","0.0","9.05"
