"Story","Title","Result","Date","Stability","Duration (s)"
"Create shipment ordered by phone","Create a new shipment based on minimal required information","PENDING","2018-03-21T10:18:30.322Z","0.0","0.27"
"Create shipment ordered by phone","Create a new shipment with all information","PENDING","2018-03-21T10:18:30.742Z","0.0","0.33"
