"Story","Title","Result","Date","Stability","Duration (s)"
"Search for shipments by customer","Display a message if the search string does not match any case","PENDING","2016-11-18T09:19:48.215Z","0.0","0.01"
"Search for shipments by customer","Search for shipments by exact customer name","PENDING","2016-11-18T09:19:48.158Z","0.0","0.03"
"Search for shipments by customer","Search for shipments by substrings of customer name","PENDING","2016-11-18T09:19:48.187Z","0.0","0.03"
