"Story","Title","Result","Date","Stability","Duration (s)"
"Show list of tasks for current user","Display a message if there is no task assigned to current user","PENDING","2017-03-10T08:52:06.418Z","0.0","0.04"
"Show list of tasks for current user","List all tasks assigned to current user","PENDING","2017-03-10T08:52:06.380Z","0.0","0.02"
