"Story","Title","Result","Date","Stability","Duration (s)"
"Show current shipments","List open shipments with 1 shipment","SUCCESS","2018-03-21T10:18:40.429Z","0.0","8.89"
"Show current shipments","List open shipments with 5 shipments","PENDING","2018-03-21T10:18:31.966Z","0.0","0.03"
"Show current shipments","List open shipments without shipments","SUCCESS","2018-03-21T10:18:32.006Z","0.0","8.33"
