"Story","Title","Result","Date","Stability","Duration (s)"
"Show list of tasks for current user","Display a message if there is no task assigned to current user","PENDING","2017-03-14T17:13:18.031Z","0.0","0.01"
"Show list of tasks for current user","List all tasks assigned to current user","PENDING","2017-03-14T17:13:18.017Z","0.0","0.01"
