"Story","Title","Result","Date","Stability","Duration (s)"
"Create shipment ordered by phone","Create a new shipment based on minimal required information","PENDING","2017-05-17T19:21:57.567Z","0.0","0.26"
"Create shipment ordered by phone","Create a new shipment with all information","PENDING","2017-05-17T19:21:57.960Z","0.0","0.19"
