"Story","Title","Result","Date","Stability","Duration (s)"
"Show current shipments","List open shipments with 1 shipment","SUCCESS","2017-03-03T07:57:20.798Z","0.0","7.76"
"Show current shipments","List open shipments with 5 shipments","PENDING","2017-03-03T07:57:10.544Z","0.0","0.01"
"Show current shipments","List open shipments without shipments","SUCCESS","2017-03-03T07:57:10.555Z","0.0","10.24"
