"Story","Title","Result","Date","Stability","Duration (s)"
"Search for shipments by customer","Display a message if the search string does not match any case","PENDING","2017-05-29T13:27:05.436Z","0.0","0.03"
"Search for shipments by customer","Search for shipments by exact customer name","PENDING","2017-05-29T13:27:05.380Z","0.0","0.03"
"Search for shipments by customer","Search for shipments by substrings of customer name","PENDING","2017-05-29T13:27:05.409Z","0.0","0.03"
