"Story","Title","Result","Date","Stability","Duration (s)"
"Show list of tasks for current user","Display a message if there is no task assigned to current user","PENDING","2017-01-09T08:21:49.512Z","0.0","0.03"
"Show list of tasks for current user","List all tasks assigned to current user","PENDING","2017-01-09T08:21:49.458Z","0.0","0.05"
