"Story","Title","Result","Date","Stability","Duration (s)"
"Create shipment ordered by phone","Create a new shipment based on minimal required information","PENDING","2018-05-09T08:07:10.816Z","0.0","0.35"
"Create shipment ordered by phone","Create a new shipment with all information","PENDING","2018-05-09T08:07:11.382Z","0.0","0.43"
