"Story","Title","Result","Date","Stability","Duration (s)"
"Show current shipments","List open shipments with 1 shipment","SUCCESS","2018-05-07T06:48:26.573Z","0.0","9.56"
"Show current shipments","List open shipments without shipments","SUCCESS","2018-05-07T06:48:18.723Z","0.0","7.75"
