"Story","Title","Result","Date","Stability","Duration (s)"
"Show current shipments","List open shipments with 1 shipment","SUCCESS","2017-02-02T14:18:15.339Z","0.0","6.67"
"Show current shipments","List open shipments without shipments","SUCCESS","2017-02-02T14:18:04.382Z","0.0","10.95"
