"Story","Title","Result","Date","Stability","Duration (s)"
"Show current shipments","List open shipments with 1 shipment","SUCCESS","2018-05-04T14:33:02.862Z","0.0","9.06"
"Show current shipments","List open shipments without shipments","SUCCESS","2018-05-04T14:32:55.064Z","0.0","7.68"
