"Story","Title","Result","Date","Stability","Duration (s)"
"Show current shipments","List open shipments with 1 shipment","SUCCESS","2017-02-24T16:50:04.546Z","0.0","8.05"
"Show current shipments","List open shipments with 5 shipments","PENDING","2017-02-24T16:49:52.871Z","0.0","0.02"
"Show current shipments","List open shipments without shipments","SUCCESS","2017-02-24T16:49:52.890Z","0.0","11.65"
