"Story","Title","Result","Date","Stability","Duration (s)"
"Create shipment ordered by phone","Create a new shipment based on minimal required information","PENDING","2018-01-12T13:46:52.512Z","0.0","0.26"
"Create shipment ordered by phone","Create a new shipment with all information","PENDING","2018-01-12T13:46:52.912Z","0.0","0.38"
