"Story","Title","Result","Date","Stability","Duration (s)"
"Search for shipments by customer","Display a message if the search string does not match any case","PENDING","2017-06-14T06:05:47.851Z","0.0","0.02"
"Search for shipments by customer","Search for shipments by exact customer name","PENDING","2017-06-14T06:05:47.806Z","0.0","0.02"
"Search for shipments by customer","Search for shipments by substrings of customer name","PENDING","2017-06-14T06:05:47.830Z","0.0","0.02"
