"Story","Title","Result","Date","Stability","Duration (s)"
"Create shipment ordered by phone","Create a new shipment based on minimal required information","PENDING","2018-03-16T12:39:29.341Z","0.0","0.35"
"Create shipment ordered by phone","Create a new shipment with all information","PENDING","2018-03-16T12:39:29.887Z","0.0","0.35"
