"Story","Title","Result","Date","Stability","Duration (s)"
"Show list of tasks for current user","Display a message if there is no task assigned to current user","IGNORED","2017-07-12T06:43:56.857Z","0.0","0.1"
"Show list of tasks for current user","List all tasks assigned to current user","IGNORED","2017-07-12T06:43:56.699Z","0.0","0.15"
