"Story","Title","Result","Date","Stability","Duration (s)"
"Show current shipments","List open shipments with 1 shipment","SUCCESS","2018-04-12T08:39:29.958Z","0.0","10.52"
"Show current shipments","List open shipments with 5 shipments","PENDING","2018-04-12T08:39:21.158Z","0.0","0.05"
"Show current shipments","List open shipments without shipments","SUCCESS","2018-04-12T08:39:21.216Z","0.0","8.63"
