"Story","Title","Result","Date","Stability","Duration (s)"
"Show current shipments","List open shipments with 1 shipment","SUCCESS","2016-12-12T07:54:45.726Z","0.0","4.17"
"Show current shipments","List open shipments without shipments","SUCCESS","2016-12-12T07:54:38.757Z","0.0","6.97"
