"Story","Title","Result","Date","Stability","Duration (s)"
"Show list of tasks for current user","Display a message if there is no task assigned to current user","IGNORED","2017-07-31T06:42:05.123Z","0.0","0.03"
"Show list of tasks for current user","List all tasks assigned to current user","IGNORED","2017-07-31T06:42:05.105Z","0.0","0.02"
