"Story","Title","Result","Date","Stability","Duration (s)"
"Show list of tasks for current user","Display a message if there is no task assigned to current user","PENDING","2016-12-23T13:53:09.200Z","0.0","0.03"
"Show list of tasks for current user","List all tasks assigned to current user","PENDING","2016-12-23T13:53:09.177Z","0.0","0.02"
