"Story","Title","Result","Date","Stability","Duration (s)"
"Create shipment ordered by phone","Create a new shipment based on minimal required information","PENDING","2017-05-15T13:50:11.054Z","0.0","0.29"
"Create shipment ordered by phone","Create a new shipment with all information","PENDING","2017-05-15T13:50:11.472Z","0.0","0.18"
