"Story","Title","Result","Date","Stability","Duration (s)"
"Show list of tasks for current user","Display a message if there is no task assigned to current user","IGNORED","2017-07-04T06:28:15.915Z","0.0","0.15"
"Show list of tasks for current user","List all tasks assigned to current user","IGNORED","2017-07-04T06:28:15.674Z","0.0","0.23"
