"Story","Title","Result","Date","Stability","Duration (s)"
"Show list of tasks for current user","Display a message if there is no task assigned to current user","PENDING","2017-02-22T08:24:43.028Z","0.0","0.01"
"Show list of tasks for current user","List all tasks assigned to current user","PENDING","2017-02-22T08:24:43.009Z","0.0","0.02"
