"Story","Title","Result","Date","Stability","Duration (s)"
"Show list of tasks for current user","Display a message if there is no task assigned to current user","IGNORED","2018-03-16T12:39:30.620Z","0.0","0.12"
"Show list of tasks for current user","List all tasks assigned to current user","IGNORED","2018-03-16T12:39:30.521Z","0.0","0.09"
