"Story","Title","Result","Date","Stability","Duration (s)"
"Show list of tasks for current user","Display a message if there is no task assigned to current user","IGNORED","2018-02-23T09:58:16.118Z","0.0","0.03"
"Show list of tasks for current user","List all tasks assigned to current user","IGNORED","2018-02-23T09:58:16.097Z","0.0","0.02"
