"Story","Title","Result","Date","Stability","Duration (s)"
"Show list of tasks for current user","Display a message if there is no task assigned to current user","IGNORED","2017-05-29T13:27:05.266Z","0.0","0.04"
"Show list of tasks for current user","List all tasks assigned to current user","IGNORED","2017-05-29T13:27:05.221Z","0.0","0.04"
