"Story","Title","Result","Date","Stability","Duration (s)"
"Create shipment ordered by phone","Create a new shipment based on minimal required information","PENDING","2017-06-12T07:31:19.955Z","0.0","0.78"
"Create shipment ordered by phone","Create a new shipment with all information","PENDING","2017-06-12T07:31:21.121Z","0.0","0.64"
