"Story","Title","Result","Date","Stability","Duration (s)"
"Create shipment ordered by phone","Create a new shipment based on minimal required information","PENDING","2018-03-16T14:21:21.854Z","0.0","0.28"
"Create shipment ordered by phone","Create a new shipment with all information","PENDING","2018-03-16T14:21:22.316Z","0.0","0.42"
