"Story","Title","Result","Date","Stability","Duration (s)"
"Show list of tasks for current user","Display a message if there is no task assigned to current user","IGNORED","2017-05-17T19:40:52.564Z","0.0","0.05"
"Show list of tasks for current user","List all tasks assigned to current user","IGNORED","2017-05-17T19:40:52.529Z","0.0","0.03"
