"Story","Title","Result","Date","Stability","Duration (s)"
"Create shipment ordered by phone","Create a new shipment based on minimal required information","PENDING","2017-05-11T06:00:15.693Z","0.0","0.63"
"Create shipment ordered by phone","Create a new shipment with all information","PENDING","2017-05-11T06:00:16.603Z","0.0","0.49"
