"Story","Title","Result","Date","Stability","Duration (s)"
"Show current shipments","List open shipments with 1 shipment","SUCCESS","2018-04-23T14:08:38.850Z","0.0","8.09"
"Show current shipments","List open shipments without shipments","SUCCESS","2018-04-23T14:08:30.691Z","0.0","8.08"
